ফসল: Aman | জেলা: Bagerhat | মৌসুম: Kharif 2 | রোপণ: June | বৃদ্ধি: July to Oct | কাটাই: Nov to Dec | গড় তাপমাত্রা: 26.0°C | তাপমাত্রা: 12.0–40°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 150905
ফসল: Cabbage | জেলা: Sherpur | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Oct to Jan | কাটাই: Feb | গড় তাপমাত্রা: 17.0°C | তাপমাত্রা: 10.0–24°C | গড় আর্দ্রতা: 75.0% | আপেক্ষিক আর্দ্রতা: 90–60% | উৎপাদন: 5875
ফসল: Cabbage | জেলা: Sirajganj | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Oct to Jan | কাটাই: Feb | গড় তাপমাত্রা: 17.0°C | তাপমাত্রা: 10.0–24°C | গড় আর্দ্রতা: 75.0% | আপেক্ষিক আর্দ্রতা: 90–60% | উৎপাদন: 5211
ফসল: Cabbage | জেলা: Sunamganj | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Oct to Jan | কাটাই: Feb | গড় তাপমাত্রা: 17.0°C | তাপমাত্রা: 10.0–24°C | গড় আর্দ্রতা: 75.0% | আপেক্ষিক আর্দ্রতা: 90–60% | উৎপাদন: 5825
ফসল: Cabbage | জেলা: Sylhet | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Oct to Jan | কাটাই: Feb | গড় তাপমাত্রা: 17.0°C | তাপমাত্রা: 10.0–24°C | গড় আর্দ্রতা: 75.0% | আপেক্ষিক আর্দ্রতা: 90–60% | উৎপাদন: 5543
ফসল: Cabbage | জেলা: Tangail | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Oct to Jan | কাটাই: Feb | গড় তাপমাত্রা: 17.0°C | তাপমাত্রা: 10.0–24°C | গড় আর্দ্রতা: 75.0% | আপেক্ষিক আর্দ্রতা: 90–60% | উৎপাদন: 16430
ফসল: Cabbage | জেলা: Thakurgaon | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Oct to Jan | কাটাই: Feb | গড় তাপমাত্রা: 17.0°C | তাপমাত্রা: 10.0–24°C | গড় আর্দ্রতা: 75.0% | আপেক্ষিক আর্দ্রতা: 90–60% | উৎপাদন: 5510
ফসল: Carrot | জেলা: Bagerhat | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 94
ফসল: Carrot | জেলা: Bandarban | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 5
ফসল: Carrot | জেলা: Barguna | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 46
ফসল: Carrot | জেলা: Barishal | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 0
ফসল: Carrot | জেলা: Bhola | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 307
ফসল: Carrot | জেলা: Bogura | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 814
ফসল: Carrot | জেলা: Brahmanbaria | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 32
ফসল: Carrot | জেলা: Chandpur | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 85
ফসল: Carrot | জেলা: Chapai Nawabganj | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 0
ফসল: Carrot | জেলা: Chattogram | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 173
ফসল: Carrot | জেলা: Chuadanga | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 273
ফসল: Carrot | জেলা: CoxsBazar | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 10
ফসল: Carrot | জেলা: Cumilla | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 25
ফসল: Carrot | জেলা: Dhaka | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 3053
ফসল: Carrot | জেলা: Dinajpur | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 341
ফসল: Carrot | জেলা: Faridpur | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 64
ফসল: Carrot | জেলা: Feni | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 0
ফসল: Carrot | জেলা: Gaibandha | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 347
ফসল: Carrot | জেলা: Gazipur | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 202
ফসল: Carrot | জেলা: Gopalganj | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 0
ফসল: Carrot | জেলা: Habiganj | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 0
ফসল: Carrot | জেলা: Jamalpur | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 1213
ফসল: Carrot | জেলা: Jashore | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 479
ফসল: Carrot | জেলা: Jhallokati | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 0
ফসল: Carrot | জেলা: Jhenaidah | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 214
ফসল: Carrot | জেলা: Joypurhat | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 173
ফসল: Carrot | জেলা: Khagrachari | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 20
ফসল: Carrot | জেলা: Khulna | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 43
ফসল: Carrot | জেলা: Kishoreganj | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 125
ফসল: Carrot | জেলা: Kurigram | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 161
ফসল: Carrot | জেলা: Kushtia | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 296
ফসল: Carrot | জেলা: Lakshmipur | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 7
ফসল: Carrot | জেলা: Lalmonirhat | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 386
ফসল: Carrot | জেলা: Madaripur | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 0
ফসল: Carrot | জেলা: Magura | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 76
ফসল: Carrot | জেলা: Manikganj | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 8947
ফসল: Carrot | জেলা: Meherpur | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 172
ফসল: Carrot | জেলা: Moulvibazar | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 35
ফসল: Carrot | জেলা: Munshiganj | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 0
ফসল: Carrot | জেলা: Mymensingh | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 724
ফসল: Carrot | জেলা: Naogaon | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 324
ফসল: Carrot | জেলা: Narail | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 71
ফসল: Carrot | জেলা: Narayanganj | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 89
ফসল: Carrot | জেলা: Narsingdi | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 1
ফসল: Carrot | জেলা: Natore | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 203
ফসল: Carrot | জেলা: Netrokona | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 30
ফসল: Carrot | জেলা: Nilphamari | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 405
ফসল: Carrot | জেলা: Noakhali | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 73
ফসল: Carrot | জেলা: Pabna | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 3312
ফসল: Carrot | জেলা: Panchagar | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 652
ফসল: Carrot | জেলা: Patuakhali | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 1
ফসল: Carrot | জেলা: Pirojpur | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 0
ফসল: Carrot | জেলা: Rajbari | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 204
ফসল: Carrot | জেলা: Rajshahi | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 522
ফসল: Carrot | জেলা: Rangamati | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 0
ফসল: Carrot | জেলা: Rangpur | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 537
ফসল: Carrot | জেলা: Satkhira | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 353
ফসল: Carrot | জেলা: Shariatpur | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 45
ফসল: Carrot | জেলা: Sherpur | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 606
ফসল: Carrot | জেলা: Sirajganj | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 274
ফসল: Carrot | জেলা: Sunamganj | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 37
ফসল: Carrot | জেলা: Sylhet | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 185
ফসল: Carrot | জেলা: Tangail | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 338
ফসল: Carrot | জেলা: Thakurgaon | মৌসুম: Kharif 2 | রোপণ: Oct | বৃদ্ধি: Nov to Feb | কাটাই: March | গড় তাপমাত্রা: 18.0°C | তাপমাত্রা: 15.0–21°C | গড় আর্দ্রতা: 66.5% | আপেক্ষিক আর্দ্রতা: 86–47% | উৎপাদন: 348
ফসল: Cauliflower | জেলা: Bagerhat | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Nov to Jan | কাটাই: Feb | গড় তাপমাত্রা: 19.0°C | তাপমাত্রা: 8.0–30°C | গড় আর্দ্রতা: 77.5% | আপেক্ষিক আর্দ্রতা: 85–70% | উৎপাদন: 2514
ফসল: Cauliflower | জেলা: Bandarban | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Nov to Jan | কাটাই: Feb | গড় তাপমাত্রা: 19.0°C | তাপমাত্রা: 8.0–30°C | গড় আর্দ্রতা: 77.5% | আপেক্ষিক আর্দ্রতা: 85–70% | উৎপাদন: 782
ফসল: Cauliflower | জেলা: Barguna | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Nov to Jan | কাটাই: Feb | গড় তাপমাত্রা: 19.0°C | তাপমাত্রা: 8.0–30°C | গড় আর্দ্রতা: 77.5% | আপেক্ষিক আর্দ্রতা: 85–70% | উৎপাদন: 402
ফসল: Cauliflower | জেলা: Barishal | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Nov to Jan | কাটাই: Feb | গড় তাপমাত্রা: 19.0°C | তাপমাত্রা: 8.0–30°C | গড় আর্দ্রতা: 77.5% | আপেক্ষিক আর্দ্রতা: 85–70% | উৎপাদন: 996
ফসল: Cauliflower | জেলা: Bhola | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Nov to Jan | কাটাই: Feb | গড় তাপমাত্রা: 19.0°C | তাপমাত্রা: 8.0–30°C | গড় আর্দ্রতা: 77.5% | আপেক্ষিক আর্দ্রতা: 85–70% | উৎপাদন: 1003
ফসল: Cauliflower | জেলা: Bogura | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Nov to Jan | কাটাই: Feb | গড় তাপমাত্রা: 19.0°C | তাপমাত্রা: 8.0–30°C | গড় আর্দ্রতা: 77.5% | আপেক্ষিক আর্দ্রতা: 85–70% | উৎপাদন: 5233
ফসল: Cauliflower | জেলা: Brahmanbaria | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Nov to Jan | কাটাই: Feb | গড় তাপমাত্রা: 19.0°C | তাপমাত্রা: 8.0–30°C | গড় আর্দ্রতা: 77.5% | আপেক্ষিক আর্দ্রতা: 85–70% | উৎপাদন: 6604
ফসল: Cauliflower | জেলা: Chandpur | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Nov to Jan | কাটাই: Feb | গড় তাপমাত্রা: 19.0°C | তাপমাত্রা: 8.0–30°C | গড় আর্দ্রতা: 77.5% | আপেক্ষিক আর্দ্রতা: 85–70% | উৎপাদন: 1030
ফসল: Cauliflower | জেলা: Chapai Nawabganj | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Nov to Jan | কাটাই: Feb | গড় তাপমাত্রা: 19.0°C | তাপমাত্রা: 8.0–30°C | গড় আর্দ্রতা: 77.5% | আপেক্ষিক আর্দ্রতা: 85–70% | উৎপাদন: 2839
ফসল: Cauliflower | জেলা: Chattogram | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Nov to Jan | কাটাই: Feb | গড় তাপমাত্রা: 19.0°C | তাপমাত্রা: 8.0–30°C | গড় আর্দ্রতা: 77.5% | আপেক্ষিক আর্দ্রতা: 85–70% | উৎপাদন: 8826
ফসল: Cauliflower | জেলা: Chuadanga | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Nov to Jan | কাটাই: Feb | গড় তাপমাত্রা: 19.0°C | তাপমাত্রা: 8.0–30°C | গড় আর্দ্রতা: 77.5% | আপেক্ষিক আর্দ্রতা: 85–70% | উৎপাদন: 5871
ফসল: Cauliflower | জেলা: CoxsBazar | মৌসুম: Kharif 2 | রোপণ: Sep | বৃদ্ধি: Nov to Jan | কাটাই: Feb | গড় তাপমাত্রা: 19.0°C | তাপমাত্রা: 8.0–30°C | গড় আর্দ্রতা: 77.5% | আপেক্ষিক আর্দ্রতা: 85–70% | উৎপাদন: 1221
